set,MWa,logKowb,Mptc,LogSaqd,LogSoce,Hdf,Hag,Texpi,Skin thicknessj,logJmaxm
t*,272.38,4.01,449.0,-7.886056647693163,-3.876056647693163,2.0,2.0,298.0,0.1,-10.338265202536219
t*,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.352030541637028
t,130.1,-0.78,556.0,-3.9208187539523753,-4.700818753952375,2.0,4.0,305.0,0.1,-8.39190205367472
t,130.1,-0.78,556.0,-3.9208187539523753,-4.700818753952375,2.0,4.0,305.0,0.1,-8.559090917934782
t,130.1,-0.78,556.0,-3.9208187539523753,-4.700818753952375,2.0,4.0,305.0,0.1,-8.342179543984303
t,130.1,-0.78,556.0,-3.9208187539523753,-4.700818753952375,2.0,4.0,305.0,0.1,-8.28433085759901
t,130.1,-0.78,556.0,-3.9208187539523753,-4.700818753952375,2.0,4.0,305.0,0.1,-8.60067246784132
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.799696817018415
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.21488380497808
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.972242795309446
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.180192935409243
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.495121540589784
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.733768303310107
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.775466937393915
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-9.016824927962187
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.676541633150533
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.357139947415508
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.42969061456412
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.393296258666325
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-9.262807357295262
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.840733668906505
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.488116639021126
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.264880365918128
t,130.1,-0.78,556.0,-3.886056647693163,-4.666056647693163,2.0,4.0,305.0,0.1,-8.553618187777557
t,504.4,-4.3,354.0,-3.3414250535487775,-7.641425053548778,11.0,16.0,310.0,0.1,-7.638994517103252
t,504.4,-3.67,354.0,-3.3414250535487775,-7.011425053548778,11.0,16.0,310.0,0.1,-8.196150935260835
t,267.0,0.03,397.0,-3.3979400086720375,-3.3679400086720377,2.0,4.0,310.0,0.1,-6.922559415528676
t,90.1,-0.99,298.0,-1.958607314841775,-2.9486073148417753,2.0,2.0,303.0,0.1,-6.25
t,360.45,1.08,437.0,-7,-5.92,2.0,5.0,298.0,0.1,-11.236572006437063
t,360.4,0.73,437.0,-7,-6.27,2.0,5.0,298.0,0.1,-11.301029995663981
t,360.45,0.73,437.0,-6.853871964321762,-6.123871964321762,2.0,5.0,298.0,0.1,-11.3767507096021
t,360.45,0.73,437.0,-5.8847471719238635,-5.154747171923864,2.0,5.0,298.0,0.1,-10.407625917204202
t,360.45,0.73,437.0,-5.717149772053762,-4.987149772053762,2.0,5.0,310.0,0.1,-9.729483507127487
t*,360.4,0.73,437.0,-6.706943409102483,-5.976943409102484,2.0,5.0,308.0,0.1,-11.595872730189836
t,360.5,1.24,495.0,-6.0915149811213505,-4.85151498112135,2.0,5.0,299.0,0.1,-11.09151498112135
t,360.5,1.24,495.0,-6.107905397309519,-4.86790539730952,2.0,5.0,310.0,0.1,-9.931814138253838
t,270.4,3.69,528.0,-6.920818753952375,-3.230818753952375,1.0,2.0,299.0,0.1,-9.364516253185087
t,270.4,3.69,528.0,-6.920818753952375,-3.230818753952375,1.0,2.0,299.0,0.1,-9.364516253185087
t,126.11,0.8,413.5,-2.3401048093131855,-1.5401048093131853,3.0,3.0,310.0,0.1,-6.240104809313185
t,116.2,2.47,238.0,-4.853871964321762,-2.3838719643217616,1.0,1.0,303.0,0.1,-6.278684119394101
t,116.2,2.47,238.0,-4.853871964321762,-2.3838719643217616,1.0,1.0,298.0,0.1,-6.348721986001856
t,116.2,2.62,237.0,-4.701099325666201,-2.0810993256662003,1.0,1.0,310.0,0.1,-6.1959493473462945
t,223.27,3.12,467.0,-7.4448196116800975,-4.324819611680097,1.0,1.0,305.0,0.128,-8.55238627610673
t,223.27,3.12,467.0,-7.4448196116800975,-4.324819611680097,1.0,1.0,305.0,0.075,-8.60534158770192
t,139.1,1.93,370.0,-4.031517051446065,-2.1015170514460646,1.0,4.0,298.0,0.1,-6.28
t,386.5,3.42,370.0,-6.568636235841013,-3.1486362358410127,0.0,4.0,310.0,0.1,-8.38679264789624
t,92.1,-1.8,291.2,-1.2403116537652052,-3.0403116537652055,3.0,3.0,310.0,0.1,-5.808947889606218
t,92.0,-1.96,291.2,-1.2403116537652052,-3.200311653765205,3.0,3.0,310.0,0.1,-4.24625859017753
t,60.1,-2.11,406.0,-1.853871964321762,-3.963871964321762,4.0,3.0,312.0,0.1,-5.408828502871582
t,60.1,-2.11,406.0,-2.0177287669604316,-4.1277287669604315,4.0,3.0,300.0,0.1,-5.712669892273288
t,60.1,-2.11,406.0,-1.8860566476931633,-3.9960566476931634,4.0,3.0,310.0,0.1,-5.715794932298206
t,60.1,-2.11,406.0,-2.0409586076789066,-4.1509586076789065,4.0,3.0,310.0,0.1,-5.993294413077346
t,60.1,-2.11,406.0,-1.853871964321762,-3.963871964321762,4.0,3.0,310.0,0.1,-5.779516383474753
t,60.1,-2.11,406.0,-1.853871964321762,-3.963871964321762,4.0,3.0,310.0,0.1,-5.411078738381993
t,60.1,-2.11,406.0,-1.853871964321762,-3.963871964321762,4.0,3.0,310.0,0.1,-5.450923134977357
t,342.3,-3.85,459.0,-2.036212172654445,-5.886212172654445,8.0,11.0,310.0,0.01,-7.063084319054746
t,342.3,-3.85,459.0,-2.214670164989233,-6.064670164989233,8.0,11.0,298.0,0.1,-7.498666821354433
t,342.3,-3.85,459.0,-2.036212172654445,-5.886212172654445,8.0,11.0,310.0,0.1,-5.17
t,342.3,-3.85,459.0,-2.036212172654445,-5.886212172654445,8.0,11.0,310.0,0.1,-6.7556338022863685
t,342.3,-3.85,459.0,-2.036212172654445,-5.886212172654445,8.0,11.0,310.0,0.1,-6.840796876445073
t,342.3,-3.85,459.0,-2.036212172654445,-5.886212172654445,8.0,11.0,310.0,0.1,-6.4007284258395325
t,342.3,-3.85,459.0,-2.036212172654445,-5.886212172654445,8.0,11.0,310.0,0.1,-6.305268479226709
t,314.5,4.04,394.0,-7.5376020021010435,-3.497602002101044,0.0,2.0,299.0,0.1,-10.37
t,314.45999,3.77,394.0,-7.5376020021010435,-3.7676020021010435,0.0,2.0,310.0,0.1,-9.060480747381382
t,314.5,4.04,394.0,-7.5376020021010435,-3.497602002101044,0.0,2.0,298.0,0.1,-9.423658649794207
t,314.45999,3.7699678013294426,394.0,-7.552841968657781,-3.782874167328338,0.0,2.0,298.0,0.1,-9.2518119729938
t*,314.5,4.04,394.0,-7.426398535026744,-3.386398535026743,0.0,2.0,308.0,0.1,-9.256578304503893
t,194.19,-0.63,511.0,-3.7626295772362326,-4.3926295772362325,0.0,6.0,310.0,0.1,-7.418237303551122
t,194.2,-0.07,509.0,-3.886056647693163,-3.9560566476931633,0.0,6.0,310.0,0.1,-7.692932049338702
t*,194.194,-0.08,511.0,-3.6764970188783894,-3.7564970188783895,0.0,6.0,305.0,0.1,-7.945813126587338
t,194.2,-0.08,511.0,-3.842412863857068,-3.922412863857068,0.0,6.0,305.0,0.128,-6.4487309466191185
t,194.2,-0.08,511.0,-3.842412863857068,-3.922412863857068,0.0,6.0,305.0,0.075,-5.444616667327584
t,194.2,-0.08,511.0,-3.8426450222983886,-3.9226450222983886,0.0,6.0,303.0,0.1,-8.428510659374838
t,194.2,-0.08,511.0,-3.8779782613198015,-3.9579782613198016,0.0,6.0,305.0,0.1,-7.576948265655821
t,288.4,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,299.0,0.1,-10.46
t,288.4,3.48,428.0,-7.0915149811213505,-3.61151498112135,1.0,2.0,298.0,0.01,-10.16
t,288.42001,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,310.0,0.1,-9.189229988765636
t,288.42001,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,310.0,0.1,-9.03039773515146
t,288.42001,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,310.0,0.1,-9.088948979671873
t,288.42001,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,310.0,0.1,-9.10259286033842
t,288.42001,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,310.0,0.1,-9.141222262694551
t,288.42001,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,310.0,0.1,-9.183626111247637
t,288.4,3.48,428.0,-7.0915149811213505,-3.61151498112135,1.0,2.0,298.0,0.1,-9.749092300299145
t,288.0,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,298.0,0.1,-9.733298033115911
t,288.0,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,298.0,0.1,-9.733298033115911
t,288.0,3.48,428.0,-7.075720713938118,-3.595720713938118,1.0,2.0,310.0,0.1,-9.207664352115076
t*,288.42,3.31,428.0,-7.098297536494698,-3.788297536494697,1.0,2.0,298.0,0.1,-9.370120261072893
t,288.42,3.48,428.0,-7.000976156804962,-3.5209761568049625,1.0,2.0,305.0,0.128,-8.416682874330643
t,288.42,3.32,428.0,-7.000976156804962,-3.6809761568049626,1.0,2.0,305.0,0.075,-8.647315779604625
t,288.42,3.48,428.0,-6.9829041177926285,-3.502904117792628,1.0,2.0,303.0,0.1,-9.040069624022532
t*,288.4,3.48,428.0,-6.953103049818282,-3.473103049818282,1.0,2.0,308.0,0.1,-9.47953922998866
t,303.14001,2.84,398.0,-7.1938415306718895,-4.35384153067189,1.0,4.0,310.0,0.1,-11.017750271616208
t,454.44,-1.85,468.0,-5.242503203197633,-7.092503203197634,5.0,12.0,298.0,0.01,-8.604013946242995
t,454.44,-1.85,468.0,-5.242503203197633,-7.092503203197634,5.0,12.0,298.0,0.01,-8.684194719732748
t,142.6,3.1,340.0,-4.455931955649724,-1.3559319556497242,1.0,1.0,298.0,0.1,-5.72
t,143.0,2.89,340.0,-4.455931955649724,-1.565931955649724,1.0,1.0,305.0,0.1,-5.8996294548824375
t,143.0,2.89,340.0,-4.455931955649724,-1.565931955649724,1.0,1.0,305.0,0.1,-6.317346874285721
t,122.2,1.36,259.0,-3.744727494896694,-2.3847274948966937,1.0,1.0,298.0,0.1,-5.86
t*,122.16,1.34,246.0,-3.691553581317919,-2.3515535813179187,1.0,1.0,310.0,0.1,-4.951190891823675
t,279.1,0.76,324.0,-3.770026651189935,-3.0100266511899347,2.0,5.0,305.0,0.128,-6.307336184116543
t,279.1,0.76,324.0,-3.770026651189935,-3.0100266511899347,2.0,5.0,305.0,0.075,-6.678471316955117
t,154.12,1.318,425.0,-4.243338782409286,-2.925338782409286,3.0,5.0,305.0,0.128,-6.510058019717752
t,154.12,1.318,425.0,-4.243338782409286,-2.925338782409286,3.0,5.0,305.0,0.075,-6.373078170031984
t,151.2,1.41,282.0,-3.431798275933005,-2.021798275933005,0.0,3.0,310.0,0.1,-6.539703673242524
t,151.2,1.41,282.0,-3.3236461780763262,-1.9136461780763259,0.0,3.0,310.0,0.1,-6.4098323256926095
t,124.1,0.32,393.0,-4.050609993355088,-3.7306099933550874,2.0,2.0,310.0,0.01,-6.749579997691106
t,137.11,2.06,432.0,-2.0388382055450966,0.021161794454903734,1.0,3.0,305.0,0.1,-6.262427616737754
t,137.11,2.06,432.0,-2.0388382055450966,0.021161794454903734,1.0,3.0,305.0,0.1,-5.7390259400493795
t,137.11,2.06,432.0,-2.0388382055450966,0.021161794454903734,1.0,3.0,305.0,0.1,-6.0156680844237
t,46.0,-0.31,159.0,-1.7695510786217261,-2.079551078621726,1.0,1.0,298.0,0.1,-4.87
t,46.07,-0.31,159.0,-1.7695510786217261,-2.079551078621726,1.0,1.0,310.0,0.1,-4.866461091629782
t,46.07,-0.31,159.0,-1.7695510786217261,-2.079551078621726,1.0,1.0,308.0,0.1,-4.494850021680094
t,60.05,-0.17,289.6,-1.749736315569061,-1.919736315569061,1.0,2.0,310.0,0.1,-4.1476763242410986
t,60.05,-0.17,289.6,-1.749736315569061,-1.919736315569061,1.0,2.0,310.0,0.1,-4.244586337249155
t,60.05,-0.17,289.6,-1.749736315569061,-1.919736315569061,1.0,2.0,310.0,0.1,-4.603608279890823
t,60.05,-0.17,289.6,-1.749736315569061,-1.919736315569061,1.0,2.0,310.0,0.1,-4.795493806129736
t,60.05,-0.17,289.6,-1.749736315569061,-1.919736315569061,1.0,2.0,310.0,0.1,-4.846646328577117
t,330.5,3.41,415.0,-6.886056647693163,-3.476056647693163,1.0,3.0,299.0,0.1,-10.232844133917819
t*,122.1,1.9,395.0,-4.3872161432802645,-2.487216143280264,1.0,2.0,308.0,0.01,-5.9
t*,122.1,1.9,395.0,-4.3872161432802645,-2.487216143280264,1.0,2.0,308.0,0.1,-5.9
t,122.1,1.56,395.0,-4.3872161432802645,-2.827216143280264,1.0,2.0,310.0,0.1,-6.506402550999473
t,110.13,0.67,293.0,-1.9752814236883867,-1.3052814236883865,0.0,3.0,305.0,0.128,-4.043049065480178
t,110.13,0.67,293.0,-1.9752814236883867,-1.3052814236883865,0.0,3.0,305.0,0.075,-3.887335510597919
t*,418.5,3.0,469.0,-7.431798275933005,-4.431798275933005,2.0,6.0,310.0,0.01,-9.90031935889075
t,32.0,-0.72,175.0,-1.5086383061657274,-2.2286383061657276,1.0,1.0,298.0,0.1,-4.81
t,32.0,-0.72,175.0,-1.5086383061657274,-2.2286383061657276,1.0,1.0,303.0,0.1,-4.3
t,32.04,-0.77,175.0,-1.5086383061657274,-2.2786383061657274,1.0,1.0,310.0,0.1,-4.809668301829708
t,330.5,2.89,496.0,-7.721246399047171,-4.831246399047171,1.0,3.0,299.0,0.1,-10.943095148663527
t,74.1,0.98,157.0,-3.0861861476162833,-2.1061861476162833,0.0,1.0,303.0,0.1,-4.88
t,182.2,-4.67,440.0,-2.744727494896694,-7.414727494896694,6.0,6.0,312.0,0.1,-6.749092300299144
t,182.2,-4.67,440.0,-3,-7.670000000000001,6.0,6.0,300.0,0.1,-7.1881034136023825
t,182.2,-4.67,440.0,-2.9208187539523753,-7.590818753952376,6.0,6.0,303.0,0.1,-6.93
t,182.17,-3.26,440.0,-2.911766524936914,-6.171766524936914,6.0,6.0,305.0,0.1,-7.870373839778689
t,182.17,-3.26,440.0,-2.911766524936914,-6.171766524936914,6.0,6.0,305.0,0.1,-7.513826516264877
t,182.17,-3.26,440.0,-2.911766524936914,-6.171766524936914,6.0,6.0,305.0,0.1,-7.531555283225308
t,182.2,-4.67,440.0,-2.9208187539523753,-7.590818753952376,6.0,6.0,304.0,0.1,-7.7447274948966935
t,182.2,-4.67,440.0,-2.9208187539523753,-7.590818753952376,6.0,6.0,304.0,0.1,-7.642065152999546
t,182.2,-3.26,440.0,-2.911766524936914,-6.171766524936914,6.0,6.0,310.0,0.1,-7.368692289903382
t,182.0,-3.26,440.0,-2.911766524936914,-6.171766524936914,6.0,6.0,310.0,0.1,-6.0654294128071085
t,182.0,-3.26,440.0,-2.911766524936914,-6.171766524936914,6.0,6.0,310.0,0.1,-7.594346113084764
t,182.2,-3.26,440.0,-2.911766524936914,-6.171766524936914,6.0,6.0,310.0,0.1,-7.350068992282921
t,182.2,-4.67,440.0,-3.0409586076789066,-7.710958607678907,6.0,6.0,298.0,0.1,-7.01360899990415
t,138.1,2.06,432.0,-4.609400437468482,-2.5494004374684818,2.0,3.0,310.0,0.1,-5.956187923693139
t,138.1,2.06,432.0,-4.795880017344075,-2.735880017344075,2.0,3.0,310.0,0.1,-7.82739706879014
t,60.0,0.34,147.0,-1.8860566476931633,-1.5460566476931632,1.0,1.0,303.0,0.1,-4.65
t,60.0,0.34,147.0,-1.8860566476931633,-1.5460566476931632,1.0,1.0,298.0,0.1,-4.8
t,60.09,0.34,147.0,-1.8860566476931633,-1.5460566476931632,1.0,1.0,310.0,0.1,-4.806875401645539
t,74.1,0.88,184.0,-3.070581074285707,-2.1905810742857073,1.0,1.0,303.0,0.1,-5.59
t,74.1,0.88,184.0,-3.070581074285707,-2.1905810742857073,1.0,1.0,298.0,0.1,-5.67
t,74.12,0.88,184.0,-3.070581074285707,-2.1905810742857073,1.0,1.0,298.0,0.1,-5.728158393463501
t,74.1,0.88,184.0,-3.070581074285707,-2.1905810742857073,1.0,1.0,298.0,0.1,-5.728158393463501
t,74.12,0.88,184.0,-3.070581074285707,-2.1905810742857073,1.0,1.0,310.0,0.1,-5.67264106561367
t,74.1,0.88,184.0,-3.070581074285707,-2.1905810742857073,1.0,1.0,308.0,0.1,-5.113509274827518
t,88.2,1.41,194.0,-3.6020599913279625,-2.1920599913279624,1.0,1.0,298.0,0.1,-5.82
t,88.15,1.41,194.0,-3.6020599913279625,-2.1920599913279624,1.0,1.0,310.0,0.1,-5.823908740944319
t*,78.1,2.22,279.0,-4.638272163982407,-2.4182721639824067,0.0,0.0,304.0,0.1,-5.592558105041539
t,78.1,2.22,279.0,-4.638272163982407,-2.4182721639824067,0.0,0.0,298.0,0.1,-5.434152181326482
t,198.22,1.743,573.0,-5.873713580494688,-4.130713580494688,2.0,4.0,305.0,0.128,-8.304277176017028
t,198.22,1.743,573.0,-5.873713580494688,-4.130713580494688,2.0,4.0,305.0,0.075,-7.945897085584364
t,434.5,2.6,566.0,-7.376750709602099,-4.7767507096021,2.0,6.0,298.0,0.01,-12.083388154890654
t,434.5,2.6,566.0,-7.318758762624412,-4.718758762624413,2.0,6.0,310.0,0.1,-10.721063576698901
t,72.1,0.37,187.0,-2.5086383061657274,-2.1386383061657273,0.0,1.0,303.0,0.1,-4.86
t*,222.2,2.47,232.0,-5.174912886257973,-2.704912886257972,0.0,4.0,310.0,0.1,-7.043188034891143
t,126.11,0.97,406.0,-2.34298119489448,-1.3729811948944801,3.0,3.0,310.0,0.1,-5.152981194894481
t,156.6,3.35,389.0,-5.721246399047171,-2.3712463990471706,1.0,1.0,298.0,0.1,-6.95
t,156.0,3.35,388.0,-5.533778962608284,-2.1837789626082835,1.0,1.0,305.0,0.1,-6.6285229138598325
t,197.5,3.58,342.0,-5.337242168318426,-1.7572421683184254,1.0,1.0,298.0,0.1,-6.57
t,150.0,3.17,266.2,-5.378062465651608,-2.208062465651608,1.0,1.0,305.0,0.1,-6.506489530105729
t,150.2,3.28,325.0,-5.173925197299174,-1.8939251972991733,1.0,1.0,298.0,0.1,-6.45
t,150.2,3.28,325.0,-5.208356127271801,-1.9283561272718008,1.0,1.0,305.0,0.1,-6.4216047051262395
t,144.17,2.840106094456758,368.5,-5.22135700643865,-2.381250911981892,1.0,1.0,298.0,0.1,-6.8063836584678326
t,144.17,2.840106094456758,368.5,-5.22135700643865,-2.381250911981892,1.0,1.0,298.0,0.1,-6.744235751718988
t,128.17,3.3,354.0,-6.55017034359123,-3.2501703435912295,0.0,0.0,305.0,0.128,-8.332372486085736
t,128.17,3.3,354.0,-6.55017034359123,-3.2501703435912295,0.0,0.0,305.0,0.075,-8.101285630593287
t,160.17,1.414,347.5,-3.5693801531832476,-2.1553801531832475,0.0,2.0,305.0,0.128,-4.901316514326247
t,160.17,1.414,347.5,-3.5693801531832476,-2.1553801531832475,0.0,2.0,305.0,0.075,-4.750749414309007
t,137.1,0.88,316.0,-3.283996656365201,-2.403996656365201,0.0,3.0,310.0,0.1,-6.559720786764412
t*,137.1,0.88,316.0,-3.334740243157843,-2.454740243157843,0.0,3.0,310.0,0.1,-6.644544163129329
t,189.04,1.425,374.5,-5.890367505731813,-4.465367505731813,0.0,1.0,305.0,0.128,-7.750893592335098
t,189.04,1.425,374.5,-5.890367505731813,-4.465367505731813,0.0,1.0,305.0,0.075,-6.6341404413795875
t,180.2,2.9,371.0,-5.414499575552316,-2.5144995755523163,1.0,3.0,310.0,0.1,-7.268371539874078
t,180.2,2.9,371.0,-5.414499575552316,-2.5144995755523163,1.0,3.0,310.0,0.1,-6.97045477963424
t,180.2,2.9,371.0,-5.414499575552316,-2.5144995755523163,1.0,3.0,310.0,0.1,-7.037922618495805
t,180.2,2.9,371.0,-5.414499575552316,-2.5144995755523163,1.0,3.0,310.0,0.1,-7.027109749213587
t,180.2,2.9,371.0,-5.414499575552316,-2.5144995755523163,1.0,3.0,310.0,0.1,-7.120033349390724
t,180.2,2.9,371.0,-5.414499575552316,-2.5144995755523163,1.0,3.0,310.0,0.1,-7.120033349390724
t,180.2,2.9,371.0,-5.472424427482512,-2.572424427482512,1.0,3.0,305.0,0.128,-6.675330328682801
t,180.2,2.9,371.0,-5.472424427482512,-2.572424427482512,1.0,3.0,305.0,0.075,-6.738491771161094
t,194.23,3.57,341.5,-5.873342962195474,-2.3033429621954733,1.0,3.0,310.0,0.1,-6.85464246352923
t*,194.2,3.57,341.5,-5.890309216899948,-2.3203092168999486,1.0,3.0,305.0,0.1,-7.042736557757836
t,108.1,1.95,303.0,-3.638272163982407,-1.688272163982407,1.0,1.0,298.0,0.1,-5.44
t,108.1,0.15,377.0,-3.42021640338319,-3.27021640338319,4.0,2.0,305.0,0.1,-6.767003889607846
t,128.6,2.15,282.0,-3.769551078621726,-1.619551078621726,1.0,1.0,298.0,0.1,-5.25
t,122.2,2.23,334.0,-4.3872161432802645,-2.1572161432802646,1.0,1.0,298.0,0.1,-5.83
t,202.55,2.05,323.0,-6.329996452958074,-4.279996452958074,0.0,6.0,305.0,0.128,-7.830119096690854
t,202.55,2.05,323.0,-6.329996452958074,-4.279996452958074,0.0,6.0,305.0,0.075,-7.905004929925107
t,164.2,2.2,263.9,-4.764430774418078,-2.5644307744180774,1.0,2.0,305.0,0.128,-6.319674740051083
t,164.2,2.2,263.9,-4.764430774418078,-2.5644307744180774,1.0,2.0,305.0,0.075,-6.35741145020308
t,164.2,2.354,263.0,-5.247085510403837,-2.8930855104038367,1.0,2.0,305.0,0.128,-6.660094607516842
t,164.2,2.354,263.0,-5.247085510403837,-2.8930855104038367,1.0,2.0,305.0,0.075,-6.992769570981494
t,120.15,1.58,293.0,-4.225639085086241,-2.6456390850862412,0.0,1.0,305.0,0.128,-5.785810526749979
t,120.15,1.58,293.0,-4.225639085086241,-2.6456390850862412,0.0,1.0,305.0,0.075,-5.853047369895187
t,152.1,1.87,401.0,-4.886056647693163,-3.016056647693163,1.0,3.0,298.0,0.1,-6.92
t,152.0,1.86,404.0,-4.854873137619852,-2.9948731376198516,1.0,3.0,305.0,0.1,-8.064572292289009
t,152.1,1.87,401.0,-4.795811348756391,-2.925811348756391,1.0,3.0,310.0,0.1,-6.469393553202003
t*,152.2,1.96,401.0,-4.804016751486416,-2.844016751486416,1.0,3.0,305.0,0.1,-6.766590253545792
t,266.4,3.11,380.0,-6.157190306547199,-3.047190306547199,0.0,2.0,310.0,0.1,-8.680069051827536
t,280.4,3.64,324.0,-5.692208028665821,-2.0522080286658206,0.0,2.0,310.0,0.1,-7.048755352179634
t,294.4,4.18,343.1,-6.190412840928444,-2.0104128409284434,0.0,2.0,310.0,0.1,-8.546960164442256
t,308.5,4.71,325.1,-5.806388372706936,-1.0963883727069355,0.0,2.0,310.0,0.1,-8.107418368370917
